a, 0.774194, 1.0, 1.0, 1.0, 0.0, 0.0, 0.592156862745, 1.0, 1.0, 1.0, 0.780392156863, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0313725490196, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.843137254902, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.654901960784, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.717647058824, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.592156862745, 1.0
a, 0.794521, 1.0, 1.0, 1.0, 0.0274509803922, 0.0, 1.0, 1.0, 1.0, 1.0, 0.411764705882, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.905882352941, 0.0, 0.0, 1.0, 0.874509803922, 0.0, 0.8, 1.0, 1.0, 0.8, 0.0, 0.874509803922, 1.0, 0.635294117647, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.862745098039, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.894117647059, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.294117647059, 0.0, 0.0, 0.0823529411765, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.219607843137, 1.0, 0.509803921569, 0.219607843137
a, 0.75, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0235294117647, 1.0, 1.0, 1.0, 0.125490196078, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.125490196078, 1.0, 0.0, 0.0, 0.709803921569, 0.811764705882, 0.0, 0.376470588235, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.788235294118, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.874509803922, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0235294117647, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.811764705882, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.352941176471, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0
a, 0.77027, 1.0, 1.0, 1.0, 0.188235294118, 0.0, 0.745098039216, 1.0, 1.0, 1.0, 0.560784313725, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0627450980392, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.78431372549, 1.0, 1.0, 1.0, 0.0, 0.294117647059, 1.0, 0.313725490196, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.752941176471, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.937254901961, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.21568627451, 0.0, 0.0, 0.0, 0.0, 0.0627450980392, 1.0, 0.0627450980392, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.105882352941, 1.0, 1.0, 0.188235294118
d, 0.594059, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0941176470588, 0.0941176470588, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.529411764706, 0.0, 0.0, 0.749019607843, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.345098039216, 0.0, 0.0, 0.0, 0.0, 0.258823529412
b, 0.616162, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.654901960784, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.403921568627, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.686274509804, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.686274509804, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.686274509804, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.686274509804, 0.0, 0.545098039216, 1.0, 1.0, 0.988235294118, 0.0, 0.698039215686, 0.686274509804, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.686274509804, 0.0, 0.666666666667, 0.0, 0.0, 0.0, 1.0, 1.0
o, 0.797297, 1.0, 1.0, 1.0, 0.188235294118, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.752941176471, 1.0, 1.0, 0.0, 0.0, 0.0627450980392, 0.0627450980392, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.870588235294, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.556862745098, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.980392156863, 0.0, 0.811764705882, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.752941176471, 0.0, 0.0, 0.0, 0.0, 0.247058823529, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0117647058824, 1.0, 1.0
a, 0.733333, 1.0, 1.0, 1.0, 0.0666666666667, 0.0666666666667, 0.156862745098, 1.0, 1.0, 1.0, 0.56862745098, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.219607843137, 0.219607843137, 0.0, 0.0, 1.0, 0.0627450980392, 0.0, 0.96862745098, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.592156862745, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0627450980392, 1.0, 1.0, 1.0, 1.0, 1.0, 0.913725490196, 0.0, 0.0627450980392, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0627450980392, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0627450980392, 1.0, 0.0, 0.0, 0.192156862745, 1.0, 1.0, 0.0, 0.0627450980392, 0.0588235294118, 0.0, 0.0196078431373, 1.0, 1.0, 1.0, 0.0, 0.0627450980392, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0470588235294, 0.0, 0.149019607843, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.145098039216, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.156862745098, 1.0, 1.0, 1.0
r, 0.486486, 1.0, 0.188235294118, 0.188235294118, 1.0, 1.0, 1.0, 0.0, 0.0, 0.141176470588, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.764705882353, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.827450980392, 1.0, 1.0, 1.0, 0.250980392157, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.250980392157, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.250980392157, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.250980392157, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.250980392157, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.250980392157, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.250980392157, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.250980392157, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.250980392157, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.250980392157, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.392156862745, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0
a, 0.759036, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.913725490196, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.501960784314, 1.0, 0.0862745098039, 0.0, 0.796078431373, 1.0, 0.0, 0.721568627451, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.780392156863, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.658823529412, 0.0, 0.145098039216, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.721568627451, 0.0, 0.0, 0.298039215686, 0.0, 0.56862745098, 1.0, 0.501960784314, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.905882352941, 0.0, 0.0, 0.850980392157, 1.0, 0.937254901961, 0.0
